Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Margarites pupillus,Puppet margarite,Present,Kachemak_Bay,Species,528731,"(A. Gould, 1849)",Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,"MolluscaBase eds. (2024). MolluscaBase. Margarites pupillus (A. Gould, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=528731 on 2024-02-21",2024-02-21,WORMS
Melanochlamys diomedea,NA,Present,Kachemak_Bay,Species,576296,"(Bergh, 1894)",Animalia,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Melanochlamys,"MolluscaBase eds. (2024). MolluscaBase. Melanochlamys diomedea (Bergh, 1894). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=576296 on 2024-02-21",2024-02-21,WORMS
Melibe leonina,lion nudibranch,Present,Kachemak_Bay,Species,575441,"(A. Gould, 1852)",Animalia,Mollusca,Gastropoda,Nudibranchia,Tethydidae,Melibe,"MolluscaBase eds. (2024). MolluscaBase. Melibe leonina (A. Gould, 1852). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=575441 on 2024-02-21",2024-02-21,WORMS
Modiolus modiolus,horse mussel; horse-mussel; Northern horse mussel; northern horsemussel,Present,Kachemak_Bay,Species,140467,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,"MolluscaBase eds. (2024). MolluscaBase. Modiolus modiolus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140467 on 2024-02-21",2024-02-21,WORMS
Mopalia,NA,Present,Kachemak_Bay,Genus,385567,"Gray, 1847",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,"MolluscaBase eds. (2024). MolluscaBase. Mopalia Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=385567 on 2024-02-21",2024-02-21,WORMS
Mopalia ciliata,hairy chiton; hairy mopalia,Present,Kachemak_Bay,Species,386342,"(G. B. Sowerby II, 1840)",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,"MolluscaBase eds. (2024). MolluscaBase. Mopalia ciliata (G. B. Sowerby II, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386342 on 2024-02-21",2024-02-21,WORMS
Mopalia lignosa,woody chiton; woody mopalia,Present,Kachemak_Bay,Species,386349,"(A. Gould, 1846)",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,"MolluscaBase eds. (2024). MolluscaBase. Mopalia lignosa (A. Gould, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386349 on 2024-02-21",2024-02-21,WORMS
Mopalia muscosa,mossy chiton; mossy mopalia,Present,Kachemak_Bay,Species,386353,"(A. Gould, 1846)",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,"MolluscaBase eds. (2024). MolluscaBase. Mopalia muscosa (A. Gould, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386353 on 2024-02-21",2024-02-21,WORMS
Musculus discors,discordant mussel; Green crenell; green crenella,Present,Kachemak_Bay,Species,140472,"(Linnaeus, 1767)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,"MolluscaBase eds. (2024). MolluscaBase. Musculus discors (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140472 on 2024-02-21",2024-02-21,WORMS
Musculus niger,Black mussel,Present,Kachemak_Bay,Species,140474,"(J. E. Gray, 1824)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,"MolluscaBase eds. (2024). MolluscaBase. Musculus niger (J. E. Gray, 1824). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140474 on 2024-02-21",2024-02-21,WORMS
Mya arenaria,large-neck clam; long necked clam; Manila clam; sand gaper; Smooth butter clam; softshell; softshell clam; soft-shelled clam; steamer; steamer clam,Present,Kachemak_Bay,Species,140430,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,"MolluscaBase eds. (2024). MolluscaBase. Mya arenaria Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140430 on 2024-02-21",2024-02-21,WORMS
Mya baxteri,Deep soft-shelled clam/Deep softshell,Present,Kachemak_Bay,Species,505900,"Coan & Valentich-Scott, 1997",Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,"MolluscaBase eds. (2024). MolluscaBase. Mya baxteri Coan & Valentich-Scott, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=505900 on 2024-02-21",2024-02-21,WORMS
Mya pseudoarenaria,Northern soft-shelled clam,Present,Kachemak_Bay,Species,156249,"Schlesch, 1931",Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,"MolluscaBase eds. (2024). MolluscaBase. Mya pseudoarenaria Schlesch, 1931. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156249 on 2024-02-21",2024-02-21,WORMS
Mya truncata,blunt gaper; blunt gaper clam; clam; Soft-shelled clam; truncate softshell; truncate softshell clam,Present,Kachemak_Bay,Species,140431,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,"MolluscaBase eds. (2024). MolluscaBase. Mya truncata Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140431 on 2024-02-21",2024-02-21,WORMS
Mysella planata,NA,Present,Kachemak_Bay,Species,423546,"(Dall, 1885)",Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Mysella,"MolluscaBase eds. (2024). MolluscaBase. Mysella planata (Dall, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=423546 on 2024-02-21",2024-02-21,WORMS
Mytilus californianus,California mussel,Present,Kachemak_Bay,Species,367837,"Conrad, 1837",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,"MolluscaBase eds. (2024). MolluscaBase. Mytilus californianus Conrad, 1837. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367837 on 2024-02-21",2024-02-21,WORMS
Mytilus trossulus,foolish mussel; northern bay mussel; Northern blue mussel; Pacific blue mussel,Present,Kachemak_Bay,Species,140482,"A. Gould, 1850",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,"MolluscaBase eds. (2024). MolluscaBase. Mytilus trossulus A. Gould, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140482 on 2024-02-21",2024-02-21,WORMS
Neaeromya compressa,NA,Present,Kachemak_Bay,Species,423550,"(Dall, 1899)",Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Neaeromya,"MolluscaBase eds. (2024). MolluscaBase. Neaeromya compressa (Dall, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=423550 on 2024-02-21",2024-02-21,WORMS
Neptunea lyrata,Ridged neptune,Present,Kachemak_Bay,Species,254477,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,"MolluscaBase eds. (2024). MolluscaBase. Neptunea lyrata (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254477 on 2024-02-21",2024-02-21,WORMS
Nucella,NA,Present,Kachemak_Bay,Genus,138199,"Röding, 1798",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella Röding, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138199 on 2024-02-21",2024-02-21,WORMS
Nucella canaliculata,Channelled dogwinkle,Present,Kachemak_Bay,Species,404205,"(Duclos, 1832)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella canaliculata (Duclos, 1832). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404205 on 2024-02-21",2024-02-21,WORMS
Nucella emarginata,Emarginate dogwinkle,Present,Kachemak_Bay,Species,404208,"(Deshayes, 1839)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella emarginata (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404208 on 2024-02-21",2024-02-21,WORMS
Nucella lamellosa,Frilled dogwinkle,Present,Kachemak_Bay,Species,404218,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella lamellosa (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404218 on 2024-02-21",2024-02-21,WORMS
Nucella lima,file dog winkle; file dogwinkle; Rough purple,Present,Kachemak_Bay,Species,404384,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella lima (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404384 on 2024-02-21",2024-02-21,WORMS
Onchidoris bilamellata,Rough-mantled doris/Many-gilled doris,Present,Kachemak_Bay,Species,150457,"(Linnaeus, 1767)",Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Onchidoris,"MolluscaBase eds. (2024). MolluscaBase. Onchidoris bilamellata (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150457 on 2024-02-21",2024-02-21,WORMS
Panomya ampla,Ample rough mya,Present,Kachemak_Bay,Species,423634,"Dall, 1898",Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panomya,"MolluscaBase eds. (2024). MolluscaBase. Panomya ampla Dall, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=423634 on 2024-02-21",2024-02-21,WORMS
Patinopecten caurinus,Weathervane scallop,Present,Kachemak_Bay,Species,393720,"(A. Gould, 1850)",Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Patinopecten,"MolluscaBase eds. (2024). MolluscaBase. Patinopecten caurinus (A. Gould, 1850). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=393720 on 2024-02-21",2024-02-21,WORMS
Placiphorella rufa,Red veiled chiton,Present,Kachemak_Bay,Species,386375,"S. S. Berry, 1917",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Placiphorella,"MolluscaBase eds. (2024). MolluscaBase. Placiphorella rufa S. S. Berry, 1917. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386375 on 2024-02-21",2024-02-21,WORMS
Placiphorella velata,Veiled chiton,Present,Kachemak_Bay,Species,386377,"(Dall, 1879)",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Placiphorella,"MolluscaBase eds. (2024). MolluscaBase. Placiphorella velata (Dall, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386377 on 2024-02-21",2024-02-21,WORMS
Pododesmus macrochisma,Alaska jingle,Present,Kachemak_Bay,Species,758426,"(Deshayes, 1839)",Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,"MolluscaBase eds. (2024). MolluscaBase. Pododesmus macrochisma (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=758426 on 2024-02-21",2024-02-21,WORMS
Potamopyrgus antipodarum,New Zealand mudsnails,Potential+Invasive,Kachemak_Bay,Species,147123,"(J. E. Gray, 1843)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,"MolluscaBase eds. (2024). MolluscaBase. Potamopyrgus antipodarum (J. E. Gray, 1843). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147123 on 2024-02-21",2024-02-21,WORMS
Puncturella multistriata,Many-ribbed puncturella,Present,Kachemak_Bay,Species,761646,"Dall, 1914",Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,"MolluscaBase eds. (2024). MolluscaBase. Puncturella multistriata Dall, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=761646 on 2024-02-21",2024-02-21,WORMS
Rossia pacifica,North Pacific bobtail squid; Pacific bob-tailed squid,Present,Kachemak_Bay,Species,346432,"S. S. Berry, 1911",Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Rossia,"MolluscaBase eds. (2024). MolluscaBase. Rossia pacifica S. S. Berry, 1911. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=346432 on 2024-02-21",2024-02-21,WORMS
Rostanga pulchra,Red nudibranch,Present,Kachemak_Bay,Species,533391,"MacFarland, 1905",Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Rostanga,"MolluscaBase eds. (2024). MolluscaBase. Rostanga pulchra MacFarland, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=533391 on 2024-02-21",2024-02-21,WORMS
Saxidomus gigantea,NA,Present,Kachemak_Bay,Species,546014,"(Deshayes, 1839)",Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,"MolluscaBase eds. (2024). MolluscaBase. Saxidomus gigantea (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=546014 on 2024-02-21",2024-02-21,WORMS
Schizoplax brandtii,Split-plate chiton,Present,Kachemak_Bay,Species,386400,"(Middendorff, 1847)",Animalia,Mollusca,Polyplacophora,Chitonida,Schizoplacidae,Schizoplax,"MolluscaBase eds. (2024). MolluscaBase. Schizoplax brandtii (Middendorff, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386400 on 2024-02-21",2024-02-21,WORMS
Serripes groenlandicus,Greenland cockle; Greenland smoothcockle,Present,Kachemak_Bay,Species,582749,"(Mohr, 1786)",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,"MolluscaBase eds. (2024). MolluscaBase. Serripes groenlandicus (Mohr, 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582749 on 2024-02-21",2024-02-21,WORMS
Serripes laperousii,Broad cockle; Broad smoothcockle,Present,Kachemak_Bay,Species,582750,"(Deshayes, 1839)",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,"MolluscaBase eds. (2024). MolluscaBase. Serripes laperousii (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582750 on 2024-02-21",2024-02-21,WORMS
Siliqua alta,Northern razon clam/Arctic razor clam,Present,Kachemak_Bay,Species,413689,"(Broderip & G. B. Sowerby I, 1829)",Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,"MolluscaBase eds. (2024). MolluscaBase. Siliqua alta (Broderip & G. B. Sowerby I, 1829). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=413689 on 2024-02-21",2024-02-21,WORMS
Siliqua patula,Pacific razor clam,Present,Kachemak_Bay,Species,536684,"(Dixon, 1789)",Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,"MolluscaBase eds. (2024). MolluscaBase. Siliqua patula (Dixon, 1789). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=536684 on 2024-02-21",2024-02-21,WORMS
Siphonaria thersites,Lung snail,Present,Kachemak_Bay,Species,581906,"P. P. Carpenter, 1864",Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,"MolluscaBase eds. (2024). MolluscaBase. Siphonaria thersites P. P. Carpenter, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581906 on 2024-02-21",2024-02-21,WORMS
Spiromoelleria kachemakensis,Kachemak tubinid,Present,Kachemak_Bay,Species,528086,"Baxter & J. H. McLean, 1984",Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Spiromoelleria,"MolluscaBase eds. (2024). MolluscaBase. Spiromoelleria kachemakensis Baxter & J. H. McLean, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=528086 on 2024-02-21",2024-02-21,WORMS
Tectura,NA,Present,Kachemak_Bay,Genus,138142,"J. E. Gray, 1847",Animalia,Mollusca,Gastropoda,NA,Lottiidae,Tectura,"MolluscaBase eds. (2024). MolluscaBase. Tectura J. E. Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138142 on 2024-02-21",2024-02-21,WORMS
Tellina nuculoides,salmon tellin,Present,Kachemak_Bay,Species,582784,"(Reeve, 1854)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,"MolluscaBase eds. (2024). MolluscaBase. Tellina nuculoides (Reeve, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582784 on 2024-02-21",2024-02-21,WORMS
Tonicella,NA,Present,Kachemak_Bay,Genus,138090,"P. P. Carpenter, 1873",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella P. P. Carpenter, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138090 on 2024-02-21",2024-02-21,WORMS
Tonicella insignis,Tiger chiton,Present,Kachemak_Bay,Species,386440,"(Reeve, 1847)",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella insignis (Reeve, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386440 on 2024-02-21",2024-02-21,WORMS
Tonicella lineata,lined chiton,Present,Kachemak_Bay,Species,386441,"(W. Wood, 1815)",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,"MolluscaBase eds. (2024). MolluscaBase. Tonicella lineata (W. Wood, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386441 on 2024-02-21",2024-02-21,WORMS
Tresus capax,fat gaper; fat gaper clam,Present,Kachemak_Bay,Species,367776,"(A. Gould, 1850)",Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,"MolluscaBase eds. (2024). MolluscaBase. Tresus capax (A. Gould, 1850). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367776 on 2024-02-21",2024-02-21,WORMS
Trichotropis cancellata,cancellate hairysnail,Present,Kachemak_Bay,Species,580665,"Hinds, 1843",Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,"MolluscaBase eds. (2024). MolluscaBase. Trichotropis cancellata Hinds, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580665 on 2024-02-21",2024-02-21,WORMS
