Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Neodilsea borealis,Northern Red Blade,Present,Kachemak_Bay,Species,373956,"(I.A.Abbott) S.C.Lindstrom, 1985",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea borealis (I.A.Abbott) S.C.Lindstrom, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373956 on 2024-02-21",2024-02-21,WORMS
Neodilsea integra,NA,Present,Kachemak_Bay,Species,497990,"(Kjellman) A.D.Zinova, 1961",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Neodilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neodilsea integra (Kjellman) A.D.Zinova, 1961. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=497990 on 2024-02-21",2024-02-21,WORMS
Neomolgus littoralis,Red velvet mite,Present,Kachemak_Bay,Species,231986,"(Linnaeus, 1758)",Animalia,Arthropoda,Arachnida,Trombidiformes,Bdellidae,Neomolgus,"WoRMS (2024). Neomolgus littoralis (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231986 on 2024-02-21",2024-02-21,WORMS
Neorhodomela,NA,Present,Kachemak_Bay,Genus,369944,"Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369944 on 2024-02-21",2024-02-21,WORMS
Neorhodomela aculeata,NA,Present,Kachemak_Bay,Species,372471,"(Perestenko) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela aculeata (Perestenko) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372471 on 2024-02-21",2024-02-21,WORMS
Neorhodomela larix,Black Pine,Present,Kachemak_Bay,Species,372616,"(Turner) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela larix (Turner) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372616 on 2024-02-21",2024-02-21,WORMS
Neorhodomela oregona,Oregon Pine,Present,Kachemak_Bay,Species,372473,"(Doty) Masuda, 1982",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Neorhodomela oregona (Doty) Masuda, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372473 on 2024-02-21",2024-02-21,WORMS
Nephtys sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nephtys spp.,other Clam worms,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptunea lirata,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptunea lyrata,Ridged neptune,Present,Kachemak_Bay,Species,254477,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,"MolluscaBase eds. (2024). MolluscaBase. Neptunea lyrata (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254477 on 2024-02-21",2024-02-21,WORMS
"Nereidae, unid.",NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nereidae, unidentified",other Clam worms,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nereis vexillosa,Mussel worm,Present,Kachemak_Bay,Species,329765,"Grube, 1851",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nereis vexillosa Grube, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=329765 on 2024-02-21",2024-02-21,WORMS
Nereis zonata,NA,Present,Kachemak_Bay,Species,130407,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Nereis zonata Malmgren, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130407 on 2024-02-21",2024-02-21,WORMS
Nereocystis luetkeana,Bull Kelp,Present,Kachemak_Bay,Species,240752,"(K.Mertens) Postels & Ruprecht, 1840",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nereocystis luetkeana (K.Mertens) Postels & Ruprecht, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240752 on 2024-02-21",2024-02-21,WORMS
Notoplana sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella,NA,Present,Kachemak_Bay,Genus,138199,"Röding, 1798",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella Röding, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138199 on 2024-02-21",2024-02-21,WORMS
Nucella canaliculata,Channelled dogwinkle,Present,Kachemak_Bay,Species,404205,"(Duclos, 1832)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella canaliculata (Duclos, 1832). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404205 on 2024-02-21",2024-02-21,WORMS
Nucella emarginata,Emarginate dogwinkle,Present,Kachemak_Bay,Species,404208,"(Deshayes, 1839)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella emarginata (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404208 on 2024-02-21",2024-02-21,WORMS
Nucella lamellosa,Frilled dogwinkle,Present,Kachemak_Bay,Species,404218,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella lamellosa (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404218 on 2024-02-21",2024-02-21,WORMS
Nucella lima,file dog winkle; file dogwinkle; Rough purple,Present,Kachemak_Bay,Species,404384,"(Gmelin, 1791)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella lima (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404384 on 2024-02-21",2024-02-21,WORMS
Numenius phaeopus,Whimbrel,Present,Kachemak_Bay,Species,159040,"(Linnaeus, 1758)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,"WoRMS (2024). Numenius phaeopus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159040 on 2024-02-21",2024-02-21,WORMS
Nuphar lutea ssp. polysepala,Yellow pond lily/Yellow water lily/Spatterdock/Rocky Mountain pond lily,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nuttalia obscurata,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyctea scandiaca,Snowy Owl,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Obelia sp.,Colonial hydroid,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanodroma furcata,Fork-tailed Storm-Petrel,Present,Kachemak_Bay,Species,343962,"(Gmelin, 1789)",Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,"WoRMS (2024). Oceanodroma furcata (Gmelin, 1789). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=343962 on 2024-02-21",2024-02-21,WORMS
Oceanodroma leucorhoa,Leach’s Storm-Petrel,Present,Kachemak_Bay,Species,137192,"(Vieillot, 1818)",Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,"WoRMS (2024). Oceanodroma leucorhoa (Vieillot, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137192 on 2024-02-21",2024-02-21,WORMS
Octopus dofieini,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odonthalia (washingtoniensis),NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odonthalia floccosa,NA,Present,Kachemak_Bay,Species,372621,"(Esper) Falkenberg, 1901",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia floccosa (Esper) Falkenberg, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372621 on 2024-02-21",2024-02-21,WORMS
Odonthalia floccose,Sea Brush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odonthalia kamtschatica,NA,Present,Kachemak_Bay,Species,373822,"(Ruprecht) J.Agardh, 1863",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia kamtschatica (Ruprecht) J.Agardh, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373822 on 2024-02-21",2024-02-21,WORMS
Odonthalia setacea,NA,Present,Kachemak_Bay,Species,373820,"(Ruprecht) Perestenko, 1977",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Odonthalia setacea (Ruprecht) Perestenko, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373820 on 2024-02-21",2024-02-21,WORMS
Odonthalia sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odostomia sp.,Clam sucker,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe oenanthe,Northern Wheatear,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenopota laevigata,Lora snail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onchidelia borealis,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onchidoris bilamellata,Rough-mantled doris/Many-gilled doris,Present,Kachemak_Bay,Species,150457,"(Linnaeus, 1767)",Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Onchidoris,"MolluscaBase eds. (2024). MolluscaBase. Onchidoris bilamellata (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150457 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus gorbuscha,Pink salmon/Pink/Humpy salmon/Humpy/Humpback,Present,Kachemak_Bay,Species,127182,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus gorbuscha (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127182 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus keta,Chum salmon/Chum/Dog salmon/Dog/Calico,Present,Kachemak_Bay,Species,127183,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus keta (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127183 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus kisutch,Silver salmon/Coho salmon,Present,Kachemak_Bay,Species,127184,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus kisutch (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127184 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus mykiss,Rainbow trout/Steelhead,Present,Kachemak_Bay,Species,127185,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus mykiss (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127185 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus nerka,Red salmon/Red/Blueback/Sockeye salmon/Sockeye/Kokanee,Present,Kachemak_Bay,Species,254569,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus nerka (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254569 on 2024-02-21",2024-02-21,WORMS
Oncorhynchus tshawytscha,King salmon/King/Blackmouth/Spring/Chinook salmon/Chinook/Quinnat/Tyee/Tule,Present,Kachemak_Bay,Species,158075,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Oncorhynchus tshawytscha (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158075 on 2024-02-21",2024-02-21,WORMS
Ondatra zibethicus,Muskrat,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiodon elongatus,Lingcod,Present,Kachemak_Bay,Species,240745,"Girard, 1854",Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Ophiodon,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Ophiodon elongatus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240745 on 2024-02-21",2024-02-21,WORMS
Ophiopholis aculeata,crevice brittlestar; Daisy brittle star; Ubiquitous brittle star,Present,Kachemak_Bay,Species,125125,"(Linnaeus, 1767)",Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2024). World Ophiuroidea Database. Ophiopholis aculeata (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125125 on 2024-02-21",2024-02-21,WORMS
Oplopanax horridus,Devil's club,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntiella califomica,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntiella californica,Red Opuntia,Present,Kachemak_Bay,Species,372623,"(Farlow) Kylin, 1925",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Opuntiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Opuntiella californica (Farlow) Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372623 on 2024-02-21",2024-02-21,WORMS
Orcinus orca,Killer Whale,Present,Kachemak_Bay,Species,137102,"(Linnaeus, 1758)",Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,"Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Orcinus orca (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137102 on 2024-02-21",2024-02-21,WORMS
Oreamnos americanus,Mountain Goat,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregonia gracilis,graceful decorator crab; triangular decorator crab,Present,Kachemak_Bay,Species,442171,"Dana, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia,"DecaNet eds. (2024). DecaNet. Oregonia gracilis Dana, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=442171 on 2024-02-21",2024-02-21,WORMS
Orthasterias koehleri,Red-banded star/Rainbow star,Present,Kachemak_Bay,Species,255048,"(deLoriol, 1897)",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,"Mah, C.L. (2024). World Asteroidea Database. Orthasterias koehleri (deLoriol, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=255048 on 2024-02-21",2024-02-21,WORMS
Orthilia secunda,One-sided wintergreen/Sidebells wintergreen,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthopagurus minimus,toothshell hermit; toothshell hermit crab,Present,Kachemak_Bay,Species,364563,"(Holmes, 1900)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Orthopagurus,"DecaNet eds. (2024). DecaNet. Orthopagurus minimus (Holmes, 1900). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=364563 on 2024-02-21",2024-02-21,WORMS
Osmorhiza depauperata,Blunt-fruited sweet cicely/Bluntseed sweet root,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osmorhiza purpurea,Purple sweet cicely/Purple sweet root,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otus kennicottii,Western Screech-Owl,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovis dalli,Dall Sheep,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Owenia (?) collaris,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Owenia collaris,NA,Present,Kachemak_Bay,Species,334327,"Hartman, 1955",Animalia,Annelida,Polychaeta,NA,Oweniidae,Owenia,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Owenia collaris Hartman, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=334327 on 2024-02-21",2024-02-21,WORMS
Oxyria digyna,Alpine mountain sorrel,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxytropis campestris,Field locoweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxytropis campestris var. varians,Field locoweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxytropis nigrescens,Blackish oxytrope/Purple oxytrope,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxyura jamaicensis,Ruddy Duck,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pagophila eburnea,Ivory Gull,Present,Kachemak_Bay,Species,137154,"(Phipps, 1774)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,"WoRMS (2024). Pagophila eburnea (Phipps, 1774). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137154 on 2024-02-21",2024-02-21,WORMS
Paguridae,hermit crabs; right-handed hermit crabs,Present,Kachemak_Bay,Family,106738,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,NA,"DecaNet eds. (2024). DecaNet. Paguridae Latreille, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106738 on 2024-02-21",2024-02-21,WORMS
Pagurus confragosus,knobbyhand hermit; knobbyhand hermit crab,Present,Kachemak_Bay,Species,366670,"(Benedict, 1892)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,"DecaNet eds. (2024). DecaNet. Pagurus confragosus (Benedict, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366670 on 2024-02-21",2024-02-21,WORMS
Pagurus hirsutiusculus,Hairy hermit crab,Present,Kachemak_Bay,Species,366699,"(Dana, 1851)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,"DecaNet eds. (2024). DecaNet. Pagurus hirsutiusculus (Dana, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366699 on 2024-02-21",2024-02-21,WORMS
